,Name,EPIC,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,ProtA,ProtD,ProtS,ProtK,Kpmag,Notes,PrCat,PCat,All,2M,Simbad,RAJ2000,DEJ2000
111,JS321  ,211985346,0.31,16.99,12.66,9,0.6682,0,Y,0.00813,       ,       , ,N,N,N,    ,0.02263,1.01553,2,     ,     ,     ,     ,15.98,                                                                                            ,1,2,All,2M,Simbad,129.969845,20.018114
112,HSHJ291,211949163,0.22,18.01,13.36,1.27,0.7805,0,Y,0.00777,       ,       , ,N,N,M,    ,0.0432,1.85986,S,     ,     ,1.28,     ,17.44,                                                                                            ,0,2,All,2M,Simbad,129.976723,19.460339
113,JS132  ,211975682,0.61,14.93,11.23,     ,       ,2, ,        ,       ,       , , , , ,cand,        ,        , ,     ,     ,     ,     ,14.58,                                                                                            ,1,2,All,2M,Simbad,129.11301,19.865177
114,JC143  ,211953944,0.48,16.13,11.96,1.96,0.3095,0,Y,0.00755,10.1182,0.122,0,Y,N,N,cand,0.0251,0.89228,2,     ,     ,     ,     ,15.11,                                                                                            ,1,2,All,2M,Simbad,129.76216399999998,19.532595999999998
115,JS246  ,211938003,0.48,16.18,11.96,0.36,0.0632,0,Y,0.00788,       ,       , ,Y,N,N,    ,0.01299,0.01946,2,     ,     ,     ,     ,15.13,                                                                                            ,0,2,All,2M,Simbad,129.683004,19.294002
116,JS273  ,212009294,0.63,13.77,11.0,13.98,0.5141,0,Y,0.00862,       ,       , ,N,Y,N,    ,0.02146,0.68607,2,     ,     ,     ,     ,13.73,                                                                                            ,1,2,All,2M,Simbad,129.792343,20.408392000000003
117,HSHJ167,212025000,0.19,18.28,13.68,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,17.69,                                                                                            ,0,1,All,2M,Simbad,129.387745,20.669464
118,JS281  ,211937468,0.41,16.06,12.21,17.27,0.3341,0,Y,0.00779,       ,       , ,N,N,N,    ,0.01182,0.33829,2,     ,     ,     ,     ,15.22,                                                                                            ,0,2,All,2M,Simbad,129.813647,19.286523000000003
119,KW563  ,211970427,0.6,15.18,11.35,4.38,0.3384,0,Y,0.00756,       ,       , ,N,Y,N,cand,0.01198,0.42894,P,4.33,     ,4.85,     ,15.07,                                                                                            ,0,2,All,2M,Simbad,129.79105900000002,19.783027
120,KW257  ,211938860,1.19,10.56,9.23,7.8,0.6897,0,Y,0.00884,       ,       , ,N,Y,N,cand,0.01083,0.44869,K,     ,     ,     ,8.04,10.8,                                                                                            ,1,2,All,2M,Simbad,130.02650400000002,19.307367000000003
121,JS693  ,211957804,0.26,17.32,13.01,13.12,0.1198,1,N,0.00747,       ,       , ,N,Y,N,    ,0.01458,0.37597,2,     ,     ,     ,     ,16.95,                                                                                            ,0,2,All,2M,Simbad,129.130096,19.592615
122,JS353  ,212023280,0.61,14.27,11.22,14.73,0.4982,0,Y,0.00762,       ,       , ,N,Y,N,    ,0.02185,0.94928,D,     ,14.59,     ,     ,14.17,                                                                                            ,2,2,All,2M,Simbad,130.093397,20.640869
123,JS123  ,211977843,0.33,16.98,12.57,9.54,0.1684,0,Y,0.00764,       ,       , ,N,Y,N,    ,0.01937,0.59622,2,     ,     ,     ,     ,16.37,                                                                                            ,1,2,All,2M,Simbad,129.079853,19.898588
124,HSHJ393,211988997,0.48,16.51,11.97,19.65,0.5911,0,Y,0.00809,       ,       , ,M,M,N,    ,0.01353,0.64535,2,     ,     ,     ,     ,15.12,additional period possibly visible but not detected                                         ,1,2,All,2M,Simbad,130.45603899999998,20.076728
125,KW349  ,211967293,0.95,11.7,10.21,9.11,0.7788,0,Y,0.00822,       ,       , ,N,Y,N,    ,0.00931,0.41511,K,     ,     ,     ,9.27,11.99,                                                                                            ,1,2,All,2M,Simbad,130.236213,19.734779999999997
126,KW 79  ,211983499,1.02,11.84,9.9,8.97,0.7049,0,Y,0.00892,       ,       , ,N,Y,N,cand,0.02154,0.97367,K,     ,     ,     ,9.12,11.83,                                                                                            ,0,1,All,2M,Simbad,129.531591,19.98787
127,KW297  ,212003469,1.12,11.36,9.46,8.14,0.7021,0,Y,0.00776,       ,       , ,N,Y,N,conf,0.01064,0.47408,K,     ,     ,     ,7.99,11.32,                                                                                            ,1,2,All,2M,Simbad,130.11933100000002,20.31246
128,JS164  ,211954140,0.44,16.01,12.1,21.94,0.1811,1,Y,0.00779,       ,       , ,N,Y,N,    ,0.01099,0.29933,2,     ,     ,     ,     ,15.1,2x primary peak is more likely the true period; longer peak is broad and slightly split     ,0,2,All,2M,Simbad,129.264659,19.535984
129,JS365  ,211980039,0.37,16.59,12.39,16.61,0.8564,0,Y,0.00763,       ,       , ,N,N,N,    ,0.02902,1.37194,P,17.04,     ,     ,     ,16.15,                                                                                            ,0,2,All,2M,Simbad,130.127457,19.933022
130,AD 2562,212010627,0.31,17.19,12.66,4.73,0.1984,0,Y,0.00801,       ,       , ,N,Y,N,    ,0.00866,0.17314,2,     ,     ,     ,     ,16.53,                                                                                            ,0,2,All,2M,Simbad,129.861153,20.431198000000002
131,KW244  ,211918335,1.36,9.78,8.7,0.19,0.9748,0,Y,0.00721,       ,       , ,N,N,N,conf,0.27984,0.34339,2,     ,     ,     ,     ,10.04,white noise has structure at much longer period than detected period; phase drift           ,1,1,All,2M,Simbad,130.007101,18.999848
132,KW336  ,211911846,1.05,11.24,9.69,4.3,0.5321,0,Y,0.00774,       ,       , ,N,Y,M,    ,0.00692,0.21412,D,     ,8.89,     ,9.12,11.27,2x primary peak might be the true period                                                    ,2,2,All,2M,Simbad,130.198394,18.903306
133,JS384  ,212013297,0.55,15.43,11.68,18.79,0.7689,0,Y,0.00906,1.0205,0.0293,0,Y,N,N,    ,0.01871,0.83554,2,     ,     ,     ,     ,15.13,                                                                                            ,0,2,All,2M,Simbad,130.195472,20.47475
134,JS687  ,211989060,0.26,17.68,13.0,1.76,0.7317,0,Y,0.00749,       ,       , ,N,N,N,    ,0.07507,3.54513,P,1.76,     ,     ,     ,17.09,                                                                                            ,0,2,All,2M,Simbad,128.997749,20.07793
135,KW 32  ,211959522,1.04,11.42,9.81,8.86,0.5272,0,Y,0.00797,       ,       , ,N,Y,N,    ,0.02272,0.99696,D,     ,8.68,     ,8.7,11.44,                                                                                            ,2,2,All,2M,Simbad,129.36479,19.61753
136,JS142  ,212021375,0.99,11.65,10.08,8.89,0.2626,0,N,0.00796,       ,       , ,N,Y,N,    ,0.00641,0.25317,2,     ,     ,     ,     ,11.6,complex peaks                                                                               ,1,2,All,2M,Simbad,129.16680300000002,20.609919
137,JS148  ,211939462,0.48,15.99,11.95,1.17,0.8786,0,Y,0.00764,       ,       , ,N,N,N,    ,0.04376,2.09225,P,1.17,     ,     ,     ,15.54,                                                                                            ,0,2,All,2M,Simbad,129.203947,19.316471
138,KW246  ,211970520,1.0,11.43,10.0,10.43,0.8925,0,Y,0.00796,       ,       , ,N,Y,N,conf,0.01995,0.93972,K,     ,     ,     ,10.39,11.83,                                                                                            ,1,2,All,2M,Simbad,130.017336,19.784456
139,JS241  ,211935558,0.37,16.82,12.4,0.52,0.14,0,Y,0.00682,       ,       , ,N,N,N,    ,0.03714,1.31901,P,0.52,     ,0.53,     ,16.31,                                                                                            ,0,2,All,2M,Simbad,129.656171,19.257960999999998
140,HSHJ158,211970684,0.2,18.24,13.54,1.63,0.075,0,Y,0.00658,       ,       , ,N,N,M,    ,0.02273,0.87288,2,     ,     ,     ,     ,16.86,                                                                                            ,0,2,All,2M,Simbad,129.352068,19.786678
141,JS689  ,211946750,0.5,16.09,11.91,1.87,0.2678,0,N,0.00829,       ,       , ,Y,N,N,    ,0.03757,1.32293,2,     ,     ,     ,     ,15.79,                                                                                            ,0,2,All,2M,Simbad,129.05954599999998,19.425086999999998
142,KW 52  ,211925552,0.95,11.97,10.2,9.33,0.6514,0,Y,0.00822,       ,       , ,N,Y,N,    ,0.01755,0.8095,D,     ,9.3,     ,9.3,12.02,                                                                                            ,2,1,All,2M,Simbad,129.447466,19.106876
143,HSHJ272,211971468,0.37,16.23,12.38,3.88,0.3071,0,Y,0.00753,       ,       , ,N,M,M,    ,0.0119,0.41721,S,     ,     ,3.98,     ,15.62,                                                                                            ,1,2,All,2M,Simbad,129.89443300000002,19.800081
144,KW559  ,211975510,0.65,13.53,10.93,11.83,0.4553,0,Y,0.0078,       ,       , ,N,Y,N,    ,0.01294,0.54674,K,     ,     ,     ,12.27,13.54,                                                                                            ,1,2,All,2M,Simbad,129.623459,19.862485
145,       ,212011557,0.46,15.69,12.02,21.63,0.6439,0,Y,0.00755,       ,       , ,N,Y,Y,    ,0.02355,1.0565,2,     ,     ,     ,     ,15.35,                                                                                            ,0,1,All,2M,Simbad,129.534046,20.446122
146,JS719  ,211989620,0.3,17.68,12.69,0.88,0.0528,0,Y,0.00945,       ,       , ,N,Y,M,    ,0.01518,0.36214,S,     ,     ,1.21,     ,16.95,                                                                                            ,0,2,All,2M,Simbad,130.06335900000002,20.087227
147,AD 2885,211948030,0.28,16.86,12.85,25.48,0.6102,0,Y,0.00852,       ,       , ,N,Y,Y,    ,0.03046,1.5322,2,     ,     ,     ,     ,16.11,much brighter neighbor                                                                      ,1,2,All,2M,Simbad,130.278743,19.443624
148,KW561  ,211986948,0.63,13.9,11.05,14.31,0.3496,0,Y,0.00822,       ,       , ,N,Y,N,    ,0.01699,0.6275,2,     ,     ,     ,     ,13.8,                                                                                            ,1,2,All,2M,Simbad,129.763401,20.043782999999998
149,JS516  ,211970966,0.72,13.22,10.77,13.07,0.2002,0,Y,0.00786,       ,       , ,Y,Y,N,conf,0.00633,0.15772,2,     ,     ,     ,     ,13.27,additional period visible but not detected                                                  ,1,2,All,2M,Simbad,130.777923,19.791575
150,JS600  ,212020223,1.32,9.72,8.77,0.95,0.0577,1,Y,0.00884,       ,       , ,Y,N,N,conf,0.00112,0.01325,2,     ,     ,     ,     ,9.76,multiple complex peaks                                                                      ,1,1,All,2M,Simbad,131.37704499999998,20.590168
151,JS317  ,211932810,0.58,14.86,11.51,15.9,0.7411,0,Y,0.00916,       ,       , ,N,Y,Y,    ,0.01485,0.62324,2,     ,     ,     ,     ,14.64,                                                                                            ,1,2,All,2M,Simbad,129.944042,19.217772
152,JS514  ,211946016,0.28,17.29,12.79,8.19,0.0722,0,Y,0.00641,       ,       , ,N,N,N,    ,0.01228,0.42745,2,     ,     ,     ,     ,16.79,                                                                                            ,0,2,All,2M,Simbad,130.775643,19.414488000000002
153,JS718  ,211945980,0.26,17.16,12.97,2.62,0.5564,0,Y,0.00706,       ,       , ,N,Y,N,    ,0.06981,3.38134,P,2.62,     ,2.65,     ,16.92,                                                                                            ,0,2,All,2M,Simbad,130.017345,19.413960999999997
154,JS426  ,212005504,0.39,16.13,12.27,21.78,0.3499,0,Y,0.00797,       ,       , ,N,Y,N,    ,0.01422,0.54894,2,     ,     ,     ,     ,15.51,                                                                                            ,0,2,All,2M,Simbad,130.336925,20.346638000000002
155,JS301  ,211950844,0.6,14.37,11.39,16.16,0.8379,0,Y,0.00916,       ,       , ,N,Y,N,    ,0.01135,0.52784,K,     ,     ,     ,15.67,14.4,                                                                                            ,1,2,All,2M,Simbad,129.901902,19.485535000000002
156,JS526  ,211988324,0.77,13.1,10.68,10.89,0.6731,0,Y,0.00851,       ,       , ,N,Y,N,    ,0.01184,0.50984,K,     ,     ,     ,10.93,13.04,                                                                                            ,0,2,All,2M,Simbad,130.813449,20.065575
157,KW488  ,212004983,1.04,11.22,9.77,8.94,0.6804,0,Y,0.00801,       ,       , ,N,Y,N,conf,0.00937,0.35066,K,     ,     ,     ,8.69,11.23,                                                                                            ,1,1,All,2M,Simbad,130.75228,20.337799
158,AD 3001,211973504,0.2,18.17,13.6,2.32,0.1667,0,Y,0.0098,       ,       , ,N,Y,Y,    ,0.01856,0.61012,S,     ,     ,2.23,     ,16.93,neighbor is extended                                                                        ,0,2,All,2M,Simbad,130.42394199999998,19.832639999999998
159,JS418  ,211954582,0.88,13.65,10.35,3.19,0.501,0,N,0.00864,       ,       , ,N,Y,N,cand,0.0284,1.4677,S,     ,     ,3.27,12.75,13.48,                                                                                            ,0,2,All,2M,Simbad,130.30494199999998,19.543032
160,JS143  ,212009464,0.82,12.52,10.52,11.01,0.2767,0,N,0.00883,       ,       , ,N,Y,N,    ,0.01817,0.70551,2,     ,     ,     ,     ,12.52,                                                                                            ,1,2,All,2M,Simbad,129.174249,20.411089
161,KW236  ,211956096,1.11,11.22,9.48,11.47,0.7636,0,Y,0.00777,       ,       , ,N,Y,N,conf,0.00587,0.25414,K,     ,     ,     ,11.12,11.6,                                                                                            ,1,2,All,2M,Simbad,129.999292,19.566753
162,AD 3225,212017183,0.32,17.04,12.59,0.74,0.0784,0,Y,0.00658,       ,       , ,N,N,Y,    ,0.01129,0.34747,2,     ,     ,     ,     ,16.46,                                                                                            ,0,2,All,2M,Simbad,130.903533,20.540135999999997
163,JS710  ,211982230,0.3,17.5,12.69,1.18,0.4088,0,Y,0.00755,       ,       , ,Y,N,N,    ,0.02023,0.74469,S,     ,     ,1.11,     ,15.78,                                                                                            ,0,2,All,2M,Simbad,129.87895,19.967199
